user,product,timestamp
u05,i021,2024-04-18T08:54
u05,i001,2024-04-21T20:38
u06,i001,2024-01-24T13:42
u06,i015,2024-02-03T01:02
u06,i016,2024-02-07T15:10
u06,i010,2024-02-19T11:41
u06,i050,2024-03-04T05:41
u06,i013,2024-03-17T05:51
u06,i012,2024-03-20T13:11
u06,i003,2024-03-30T20:58
u06,i017,2024-04-11T10:16
u06,i018,2024-04-18T19:38
u06,i049,2024-04-27T11:48
u06,i019,2024-05-02T18:31
u06,i006,2024-05-12T23:34
u06,i020,2024-05-20T15:39
u06,i002,2024-05-24T00:23
u07,i001,2024-01-26T00:15
u07,i002,2024-02-07T13:34
u07,i016,2024-02-19T16:12
u07,i049,2024-02-23T04:38
u07,i019,2024-03-01T08:46
u07,i005,2024-03-13T21:07
u07,i012,2024-03-24T15:38
u07,i007,2024-03-29T23:21
u07,i013,2024-04-05T04:16
u07,i018,2024-04-07T07:51
u07,i008,2024-04-18T02:18
u07,i017,2024-04-30T02:25
u07,i003,2024-05-14T18:43
u07,i015,2024-05-21T23:13
u08,i001,2024-01-09T23:00
u08,i002,2024-01-23T23:39
u08,i015,2024-01-28T17:48
u08,i050,2024-01-31T12:06
u08,i018,2024-02-11T15:45
u08,i054,2024-02-18T03:21
u08,i008,2024-03-02T22:43
u08,i019,2024-03-11T06:43
u08,i026,2024-03-24T07:21
u08,i003,2024-03-29T18:39
u08,i004,2024-04-13T00:30
u08,i017,2024-04-20T20:14
u08,i021,2024-04-26T09:56
u08,i016,2024-05-10T21:08
u09,i002,2024-01-20T17:48
u09,i015,2024-01-29T01:08
u09,i016,2024-02-07T07:53
u09,i009,2024-02-11T12:43
u09,i039,2024-02-25T21:36
u09,i018,2024-03-06T04:14
u09,i014,2024-03-20T17:25
u09,i019,2024-03-30T03:26
u09,i017,2024-04-01T13:57
u09,i003,2024-04-11T18:25
u09,i049,2024-04-17T05:34
u09,i020,2024-04-28T10:03
u09,i001,2024-05-02T22:21
u10,i001,2024-01-26T21:27
u10,i015,2024-02-06T12:57
u10,i016,2024-02-11T17:44
u10,i050,2024-02-17T06:19
u10,i004,2024-02-19T23:30
u10,i003,2024-03-01T02:32
u10,i019,2024-03-15T20:06
u10,i018,2024-03-26T10:11
u10,i006,2024-03-29T18:39
u10,i005,2024-04-11T10:25
u10,i031,2024-04-15T05:59
u10,i002,2024-04-25T12:40
u11,i001,2024-01-20T13:01
u11,i002,2024-01-29T18:05
u11,i016,2024-02-05T04:17
u11,i010,2024-02-18T09:49
u11,i059,2024-02-27T14:03
u11,i005,2024-03-03T23:08
u11,i006,2024-03-06T07:24
u11,i009,2024-03-16T10:17
u11,i013,2024-03-29T16:58
u11,i004,2024-04-07T04:51
u11,i003,2024-04-13T11:55
u11,i008,2024-04-27T20:55
u11,i015,2024-05-05T23:29
u12,i001,2024-01-13T14:45
u12,i002,2024-01-22T18:22
u12,i015,2024-02-01T23:58
u12,i010,2024-02-14T07:05
u12,i050,2024-02-24T13:11
u12,i003,2024-03-09T21:32
u12,i020,2024-03-15T23:23
u12,i005,2024-03-18T01:04
u12,i051,2024-03-28T19:09
u12,i053,2024-04-05T12:22
u12,i049,2024-04-18T17:06
u12,i007,2024-04-29T23:20
u12,i019,2024-05-13T19:25
u12,i008,2024-05-26T08:07
u12,i016,2024-06-04T04:55
u13,i030,2024-01-22T13:07
u13,i049,2024-01-28T14:07
u13,i050,2024-02-07T00:45
u13,i002,2024-02-14T17:15
u13,i055,2024-02-29T05:52
u13,i031,2024-03-06T10:42
u13,i005,2024-03-20T13:20
u13,i058,2024-03-28T00:30
u13,i033,2024-04-11T14:13
u13,i029,2024-04-23T21:55
u14,i029,2024-01-16T20:41
u14,i049,2024-01-20T01:14
u14,i050,2024-01-25T06:16
u14,i055,2024-01-29T10:59
u14,i002,2024-02-09T03:06
u14,i031,2024-02-19T12:17
u14,i033,2024-02-25T17:30
u14,i051,2024-03-02T12:01
u14,i057,2024-03-10T15:47
u14,i004,2024-03-25T10:49
u14,i032,2024-04-05T20:26
u14,i053,2024-04-09T21:12
u14,i036,2024-04-22T14:53
u14,i030,2024-04-30T02:14
u15,i029,2024-01-12T20:18
u15,i030,2024-01-15T21:11
u15,i050,2024-01-22T06:29
u15,i001,2024-01-30T00:36
u15,i056,2024-02-05T11:39
u15,i052,2024-02-20T01:07
u15,i034,2024-02-23T20:27
u15,i033,2024-02-26T13:03
u15,i058,2024-03-06T21:17
u15,i057,2024-03-10T14:20
u15,i053,2024-03-16T19:55
u15,i031,2024-03-31T05:29
u15,i035,2024-04-09T09:36
u15,i021,2024-04-19T15:25
u15,i049,2024-04-28T19:47
u16,i029,2024-01-18T12:07
u16,i030,2024-01-24T06:42
u16,i049,2024-01-31T23:09
u16,i002,2024-02-11T17:16
u16,i056,2024-02-15T06:58
u16,i033,2024-02-22T16:41
u16,i054,2024-03-04T06:20
u16,i052,2024-03-11T12:26
u16,i053,2024-03-26T05:48
u16,i007,2024-04-01T05:59
u16,i021,2024-04-04T00:53
u16,i050,2024-04-10T11:04
u17,i030,2024-01-09T18:47
u17,i049,2024-01-23T06:58
u17,i050,2024-01-27T12:15
u17,i055,2024-01-29T19:04
u17,i051,2024-02-08T11:38
u17,i032,2024-02-20T15:40
u17,i056,2024-02-27T05:35
u17,i052,2024-03-03T10:49
u17,i054,2024-03-12T18:20
u17,i021,2024-03-16T09:04
u17,i031,2024-03-25T21:52
u17,i029,2024-04-08T07:16
u18,i029,2024-01-25T05:38
u18,i049,2024-02-07T21:30
u18,i050,2024-02-18T10:01
u18,i001,2024-03-03T04:10
u18,i036,2024-03-11T15:33
u18,i004,2024-03-13T18:04
u18,i053,2024-03-18T08:38
u18,i022,2024-04-01T16:30
u18,i031,2024-04-16T08:45
u18,i042,2024-04-27T04:26
u18,i058,2024-05-05T23:11
u18,i040,2024-05-18T12:05
u18,i051,2024-05-25T17:40
u18,i030,2024-06-07T21:25
u19,i029,2024-01-08T03:48
u19,i030,2024-01-10T12:08
u19,i050,2024-01-18T07:15
u19,i002,2024-01-22T01:49
u19,i055,2024-01-30T19:43
u19,i034,2024-02-13T10:13
u19,i006,2024-02-25T21:45
u19,i053,2024-03-11T08:24
u19,i052,2024-03-24T02:58
u19,i001,2024-04-07T19:26
u19,i049,2024-04-16T06:19
u20,i029,2024-01-20T20:17
u20,i030,2024-02-01T06:09
u20,i049,2024-02-11T09:34
u20,i001,2024-02-18T19:39
u20,i052,2024-02-24T01:39
u20,i051,2024-02-28T13:13
u20,i032,2024-03-07T03:14
u20,i058,2024-03-13T16:26
u20,i031,2024-03-19T20:30
u20,i053,2024-04-02T07:45
u20,i056,2024-04-09T21:36
u20,i054,2024-04-18T06:00
u20,i050,2024-04-21T20:27
u21,i044,2024-01-24T07:55
u21,i021,2024-02-04T02:41
u21,i022,2024-02-13T22:13
u21,i030,2024-02-25T11:37
u21,i055,2024-03-09T13:26
u21,i023,2024-03-22T04:32
u21,i057,2024-04-03T10:36
u21,i051,2024-04-09T05:13
u21,i035,2024-04-15T20:48
u21,i024,2024-04-19T05:21
u21,i059,2024-04-29T06:05
u21,i014,2024-05-13T11:57
u21,i001,2024-05-18T04:24
u21,i043,2024-05-31T23:03
u22,i043,2024-01-26T02:45
u22,i021,2024-02-05T21:09
u22,i022,2024-02-13T04:45
u22,i030,2024-02-23T16:49
u22,i056,2024-03-05T04:09
u22,i026,2024-03-17T18:54
u22,i023,2024-03-22T00:49
u22,i058,2024-04-01T11:57
u22,i035,2024-04-08T06:52
u22,i044,2024-04-18T03:34
u23,i043,2024-01-18T05:14
u23,i044,2024-01-31T00:24
u23,i022,2024-02-11T00:44
u23,i030,2024-02-21T15:00
u23,i029,2024-03-05T10:05
u23,i045,2024-03-09T13:56
u23,i047,2024-03-14T16:12
u23,i031,2024-03-19T23:25
u23,i046,2024-03-25T06:16
u23,i039,2024-04-05T23:18
u23,i021,2024-04-15T09:29
u24,i043,2024-01-17T21:25
u24,i044,2024-01-25T00:56
u24,i021,2024-02-04T01:41
u24,i030,2024-02-11T02:15
u24,i028,2024-02-17T07:45
u24,i057,2024-02-23T22:25
u24,i048,2024-03-02T03:32
u24,i060,2024-03-11T17:13
u24,i024,2024-03-18T14:04
u24,i033,2024-03-23T14:43
u24,i020,2024-03-25T22:28
u24,i046,2024-04-02T13:30
u24,i022,2024-04-09T20:14
u25,i044,2024-01-27T12:16
u25,i022,2024-02-03T08:31
u25,i030,2024-02-11T03:23
u25,i046,2024-02-16T07:28
u25,i045,2024-02-23T07:47
u25,i021,2024-03-04T11:38
u25,i060,2024-03-16T07:20
u25,i024,2024-03-24T22:27
u25,i023,2024-03-31T18:32
u25,i031,2024-04-04T10:49
u25,i047,2024-04-10T00:40
u25,i043,2024-04-20T01:24
u26,i043,2024-01-22T14:08
u26,i021,2024-01-27T16:14
u26,i022,2024-02-08T06:48
u26,i030,2024-02-18T03:22
u26,i031,2024-02-29T03:38
u26,i045,2024-03-13T18:27
u26,i057,2024-03-20T10:04
u26,i025,2024-03-24T06:31
u26,i053,2024-04-02T23:17
u26,i055,2024-04-10T02:22
u26,i023,2024-04-19T21:27
u26,i001,2024-04-28T01:37
u26,i044,2024-05-11T16:18
u27,i043,2024-02-03T15:22
u27,i044,2024-02-16T20:43
u27,i022,2024-02-24T06:28
u27,i055,2024-02-28T00:04
u27,i045,2024-03-05T08:19
u27,i023,2024-03-16T20:01
u27,i047,2024-03-30T00:32
u27,i048,2024-04-12T12:32
u27,i046,2024-04-14T20:09
u27,i001,2024-04-27T08:56
u27,i021,2024-05-06T14:32
u28,i056,2024-01-23T02:23
u28,i021,2024-02-04T22:05
u28,i043,2024-02-10T05:46
u28,i028,2024-02-12T17:23
u28,i026,2024-02-14T21:59
u28,i030,2024-02-25T00:17
u28,i029,2024-03-05T06:57
u28,i045,2024-03-07T09:32
u28,i033,2024-03-13T23:26
u28,i032,2024-03-24T00:30
u28,i025,2024-03-31T10:04
u28,i024,2024-04-09T14:38
u28,i046,2024-04-24T08:33
u28,i022,2024-05-08T18:21
u29,i056,2024-01-21T02:31
u29,i002,2024-01-26T17:19
u29,i015,2024-02-01T20:02
u29,i005,2024-02-10T10:05
u29,i057,2024-02-20T04:05
u29,i055,2024-02-23T18:58
u29,i041,2024-03-01T23:43
u29,i059,2024-03-16T05:46
u29,i058,2024-03-20T09:05
u29,i040,2024-03-29T17:37
u29,i017,2024-04-09T05:28
u29,i060,2024-04-24T02:18
u29,i039,2024-05-01T03:47
u29,i021,2024-05-09T22:04
u29,i037,2024-05-17T14:29
u30,i037,2024-02-04T23:54
u30,i055,2024-02-18T11:28
u30,i001,2024-02-26T20:31
u30,i015,2024-03-02T23:25
u30,i039,2024-03-15T06:41
u30,i034,2024-03-25T15:27
u30,i040,2024-03-30T08:47
u30,i041,2024-04-02T12:34
u30,i042,2024-04-14T03:34
u30,i059,2024-04-28T17:06
u30,i038,2024-05-03T12:17
u31,i037,2024-01-16T23:08
u31,i038,2024-01-23T06:51
u31,i002,2024-01-29T00:09
u31,i016,2024-02-12T08:30
u31,i005,2024-02-19T09:25
u31,i019,2024-02-27T14:04
u31,i059,2024-03-03T02:04
u31,i040,2024-03-08T22:50
u31,i056,2024-03-22T11:44
u31,i017,2024-03-30T21:45
u31,i018,2024-04-07T17:11
u31,i031,2024-04-16T10:24
u31,i055,2024-04-25T22:57
u32,i037,2024-02-06T08:46
u32,i038,2024-02-14T01:36
u32,i055,2024-02-23T13:26
u32,i016,2024-03-06T18:33
u32,i039,2024-03-09T03:07
u32,i059,2024-03-15T08:13
u32,i058,2024-03-26T22:51
u32,i015,2024-03-31T06:15
u32,i042,2024-04-04T15:06
u32,i003,2024-04-16T07:48
u32,i041,2024-04-29T17:28
u32,i018,2024-05-03T20:33
u32,i021,2024-05-14T16:03
u32,i056,2024-05-19T12:09
u33,i038,2024-01-11T11:48
u33,i055,2024-01-17T06:36
u33,i056,2024-01-23T10:42
u33,i001,2024-01-26T16:15
u33,i041,2024-02-06T03:15
u33,i018,2024-02-16T16:40
u33,i057,2024-02-24T23:42
u33,i039,2024-03-04T01:51
u33,i003,2024-03-15T14:26
u33,i060,2024-03-27T04:01
u33,i021,2024-04-08T11:48
u33,i037,2024-04-19T17:37
u34,i037,2024-01-19T13:55
u34,i055,2024-01-31T01:40
u34,i056,2024-02-04T10:15
u34,i001,2024-02-16T02:43
u34,i016,2024-02-23T12:14
u34,i040,2024-03-06T05:18
u34,i058,2024-03-13T19:56
u34,i017,2024-03-16T00:05
u34,i060,2024-03-30T04:53
u34,i057,2024-04-03T14:48
u34,i059,2024-04-18T01:28
u34,i019,2024-05-01T11:57
u34,i018,2024-05-14T06:48
u34,i031,2024-05-19T10:39
u34,i038,2024-05-23T14:02
u35,i037,2024-01-29T16:13
u35,i038,2024-02-09T20:42
u35,i002,2024-02-20T04:36
u35,i016,2024-02-25T07:19
u35,i020,2024-03-02T08:53
u35,i041,2024-03-06T14:53
u35,i040,2024-03-18T01:40
u35,i019,2024-03-24T16:30
u35,i042,2024-04-06T00:53
u35,i060,2024-04-13T20:44
u35,i055,2024-04-23T00:15
u36,i021,2024-01-21T12:44
u36,i022,2024-01-28T23:04
u36,i049,2024-02-01T12:49
u36,i043,2024-02-09T13:56
u36,i060,2024-02-21T16:05
u36,i004,2024-03-03T05:25
u36,i025,2024-03-08T07:40
u36,i026,2024-03-22T20:00
u36,i045,2024-03-31T22:44
u36,i050,2024-04-06T15:16
u37,i022,2024-01-21T03:13
u37,i049,2024-01-29T23:56
u37,i001,2024-02-04T03:43
u37,i051,2024-02-15T18:51
u37,i053,2024-02-21T07:32
u37,i003,2024-03-05T16:55
u37,i027,2024-03-19T17:34
u37,i047,2024-03-30T01:18
u37,i054,2024-04-04T21:04
u37,i050,2024-04-10T04:24
u37,i021,2024-04-14T23:29
u38,i021,2024-01-21T06:19
u38,i049,2024-01-24T21:51
u38,i050,2024-02-08T09:39
u38,i043,2024-02-21T17:24
u38,i051,2024-02-24T08:04
u38,i023,2024-03-04T00:45
u38,i025,2024-03-12T01:06
u38,i054,2024-03-17T13:17
u38,i004,2024-03-29T04:32
u38,i005,2024-04-01T13:21
u38,i053,2024-04-09T20:55
u38,i017,2024-04-14T21:12
u38,i052,2024-04-22T23:37
u38,i022,2024-05-06T06:14
u39,i021,2024-02-02T07:19
u39,i022,2024-02-05T18:43
u39,i050,2024-02-17T23:57
u39,i044,2024-02-20T04:13
u39,i024,2024-02-23T14:13
u39,i053,2024-02-28T10:08
u39,i023,2024-03-09T18:43
u39,i025,2024-03-19T05:19
u39,i028,2024-03-22T23:23
u39,i051,2024-04-06T19:06
u39,i052,2024-04-21T13:19
u39,i049,2024-04-29T00:13
u40,i021,2024-01-20T21:48
u40,i001,2024-01-31T12:24
u40,i051,2024-02-06T23:15
u40,i052,2024-02-13T16:55
u40,i025,2024-02-16T12:29
u40,i023,2024-02-28T19:17
u40,i053,2024-03-14T11:12
u40,i047,2024-03-27T20:36
u40,i054,2024-04-03T15:39
u40,i050,2024-04-12T08:23
u41,i049,2024-01-12T18:22
u41,i050,2024-01-15T06:56
u41,i002,2024-01-21T11:07
u41,i046,2024-02-04T17:19
u41,i024,2024-02-12T22:36
u41,i023,2024-02-22T00:58
u41,i052,2024-02-26T17:15
u41,i025,2024-03-02T05:07
u41,i045,2024-03-09T18:29
u41,i054,2024-03-16T08:13
u41,i031,2024-03-25T01:05
u41,i021,2024-03-30T11:15
u42,i021,2024-01-16T01:23
u42,i049,2024-01-26T20:53
u42,i050,2024-02-01T04:10
u42,i053,2024-02-12T12:54
u42,i051,2024-02-15T17:27
u42,i052,2024-02-19T09:34
u42,i054,2024-03-01T00:00
u42,i045,2024-03-09T06:45
u42,i023,2024-03-21T17:22
u42,i025,2024-03-24T11:23
u42,i047,2024-03-28T19:30
u42,i026,2024-04-05T02:31
u42,i002,2024-04-19T14:53
u42,i022,2024-04-24T06:31
u43,i009,2024-01-27T02:36
u43,i010,2024-02-08T09:57
u43,i002,2024-02-13T02:10
u43,i037,2024-02-21T17:56
u43,i004,2024-02-26T18:56
u43,i033,2024-03-08T13:29
u43,i005,2024-03-17T19:39
u43,i015,2024-03-30T22:54
u43,i013,2024-04-07T23:11
u43,i032,2024-04-14T02:25
u43,i021,2024-04-16T08:34
u43,i001,2024-04-23T21:12
u44,i009,2024-02-01T20:43
u44,i001,2024-02-13T00:17
u44,i038,2024-02-25T15:33
u44,i013,2024-03-10T16:53
u44,i040,2024-03-15T18:46
u44,i003,2024-03-19T22:25
u44,i005,2024-03-23T14:07
u44,i008,2024-04-06T15:20
u44,i010,2024-04-15T01:55
u44,i035,2024-04-22T06:48
u44,i011,2024-05-02T19:39
u44,i007,2024-05-06T02:06
u44,i055,2024-05-10T20:22
u44,i002,2024-05-22T11:51
u45,i010,2024-01-25T04:23
u45,i001,2024-02-06T00:25
u45,i002,2024-02-18T06:02
u45,i037,2024-02-24T02:13
u45,i012,2024-03-06T12:03
u45,i031,2024-03-13T15:17
u45,i059,2024-03-18T15:43
u45,i013,2024-03-21T18:27
u45,i011,2024-03-28T23:57
u45,i003,2024-04-08T06:45
u45,i004,2024-04-22T16:58
u45,i009,2024-04-29T08:32
u46,i009,2024-01-11T22:51
u46,i001,2024-01-19T04:15
u46,i002,2024-02-01T05:40
u46,i030,2024-02-12T13:05
u46,i038,2024-02-19T09:28
u46,i028,2024-02-23T16:44
u46,i013,2024-03-05T19:27
u46,i012,2024-03-12T07:34
u46,i011,2024-03-24T23:23
u46,i031,2024-03-28T20:16
u46,i010,2024-04-09T08:43
u47,i009,2024-01-25T07:41
u47,i002,2024-02-06T16:49
u47,i030,2024-02-18T10:12
u47,i041,2024-02-20T21:25
u47,i008,2024-02-25T15:53
u47,i003,2024-03-02T11:47
u47,i039,2024-03-05T17:20
u47,i010,2024-03-15T14:14
u47,i013,2024-03-20T22:38
u47,i036,2024-03-29T13:43
u47,i021,2024-04-10T15:46
u47,i001,2024-04-13T00:28
u48,i009,2024-02-01T21:17
u48,i010,2024-02-14T00:54
u48,i001,2024-02-25T21:39
u48,i014,2024-03-06T04:06
u48,i011,2024-03-16T18:09
u48,i004,2024-03-20T19:54
u48,i039,2024-03-28T05:22
u48,i006,2024-03-30T21:12
u48,i041,2024-04-03T07:34
u48,i003,2024-04-13T08:06
u48,i013,2024-04-25T21:15
u48,i012,2024-05-10T01:39
u48,i002,2024-05-14T21:14
u49,i010,2024-02-03T06:32
u49,i001,2024-02-08T12:42
u49,i002,2024-02-21T09:09
u49,i029,2024-03-01T10:51
u49,i038,2024-03-11T06:52
u49,i003,2024-03-14T17:29
u49,i011,2024-03-27T04:24
u49,i013,2024-03-31T15:01
u49,i033,2024-04-12T04:48
u49,i037,2024-04-24T17:14
u49,i012,2024-04-27T00:26
u49,i009,2024-05-11T09:59
u50,i009,2024-01-14T20:54
u50,i002,2024-01-19T13:21
u50,i037,2024-01-22T19:45
u50,i057,2024-02-05T08:38
u50,i008,2024-02-12T12:42
u50,i014,2024-02-21T13:06
u50,i034,2024-02-25T05:00
u50,i001,2024-03-10T06:04
u50,i012,2024-03-17T20:18
u50,i026,2024-03-22T03:10
u50,i011,2024-03-29T21:11
u50,i010,2024-04-01T17:48
